# Frequency (Hz), Power Spectrum (A^2/Hz)
791.345215, 4.61381546e-08
794.036865, 2.5533792e-08
796.728516, 1.60342637e-08
799.420166, 4.37595666e-08
802.111816, 2.70130531e-08
804.803467, 1.32532358e-08
807.495117, 3.71168838e-08
810.186768, 3.56194363e-08
812.878418, 1.93048795e-08
815.570068, 3.5198557e-08
818.261719, 3.57850496e-08
820.953369, 1.9145336e-08
823.64502, 3.4891027e-08
826.33667, 3.69214455e-08
829.02832, 1.60070339e-08
831.719971, 3.19941513e-08
834.411621, 3.92122708e-08
837.103271, 1.71392944e-08
839.794922, 2.88681914e-08
842.486572, 3.96527327e-08
845.178223, 1.82093629e-08
847.869873, 2.67606932e-08
850.561523, 4.15122194e-08
853.253174, 1.49271653e-08
855.944824, 2.20161311e-08
858.636475, 4.01056113e-08
861.328125, 1.65321463e-08
864.019775, 4.4395947e-06
866.711426, 1.70232215e-05
869.403076, 4.08788492e-06
872.094727, 1.6470171e-08
874.786377, 3.97071993e-08
877.478027, 2.10359179e-08
880.169678, 1.46155177e-08
882.861328, 3.87930115e-08
885.552979, 2.37863205e-08
888.244629, 1.72435026e-08
890.936279, 3.66342228e-08
893.62793, 2.55146393e-08
896.31958, 1.57924944e-08
899.01123, 3.48804789e-08
901.702881, 2.71968794e-08
904.394531, 1.40044811e-08
907.086182, 3.23530678e-08
909.777832, 2.93758493e-08
912.469482, 1.60474851e-08
915.161133, 2.97270617e-08
917.852783, 2.77972205e-08
920.544434, 1.57603353e-08
923.236084, 2.86214448e-08
925.927734, 2.84591497e-08
928.619385, 1.02166071e-08
931.311035, 2.15929994e-08
934.002686, 3.31025412e-08
936.694336, 1.18848087e-08
939.385986, 1.93021101e-08
942.077637, 3.3646554e-08
944.769287, 1.49375285e-08
947.460938, 2.12903277e-08
950.152588, 3.90829591e-08
952.844238, 1.66590777e-08
955.535889, 1.7673834e-08
958.227539, 3.08872536e-08
960.919189, 1.69886984e-08
963.61084, 1.56106648e-08
966.30249, 3.22647793e-08
968.994141, 1.71132939e-08
971.685791, 1.12139285e-08
974.377441, 2.67147406e-08
977.069092, 1.77980137e-08
979.760742, 9.86918014e-09
982.452393, 2.72071716e-08
985.144043, 2.2177904e-08
987.835693, 1.19142385e-08
990.527344, 2.3810653e-08
993.218994, 2.37998101e-08
995.910645, 1.11490612e-08
998.602295, 2.65060613e-08
1001.29395, 2.89994588e-08
1003.9856, 1.13935972e-08
1006.67725, 2.19855654e-08
1009.3689, 2.64358242e-08
1012.06055, 9.47342471e-09
1014.7522, 1.86854194e-08
1017.44385, 2.70639742e-08
1020.1355, 1.00017159e-08
1022.82715, 1.47589789e-08
1025.5188, 2.65501257e-08
1028.21045, 1.59499436e-08
1030.9021, 1.45695305e-08
1033.59375, 2.69676796e-08
1036.2854, 1.60633871e-08
1038.97705, 1.42178509e-08
1041.6687, 2.73664362e-08
1044.36035, 1.46007419e-08
1047.052, 1.17608661e-08
1049.74365, 2.6871513e-08
1052.4353, 1.53939599e-08
1055.12695, 1.03634283e-08
1057.8186, 2.49388439e-08
1060.51025, 1.69041741e-08
1063.2019, 1.03615339e-08
1065.89355, 2.443673e-08
1068.58521, 1.61439875e-08
1071.27686, 8.35831049e-09
1073.96851, 2.24759074e-08
1076.66016, 2.35216913e-08
1079.35181, 3.2442739e-07
1082.04346, 7.33173556e-06
1084.73511, 7.0111646e-06
